name,address,city,zip,capacity,license_type,status,state,license_number
Little Lambs Family Daycare,10 17TH AVE NW,Glenwood,56334-0000,0,Family Child Care,Active,MN,1100545
Litzau Miranda J,14499 195TH ST SE,Lake Lillian,56253-9567,0,Family Child Care,Active,MN,1087490
Livadaros Katherine I,534 WOODLAND AVE,Duluth,55812-1362,0,Family Child Care,Active,MN,1058468
Livieri Athena L,17327 56TH ST NE,Otsego,55374-4896,0,Family Child Care,Active,MN,1110135
Litzau Brittney R,500 7th St N,Atwater,56209,0,Family Child Care,Active,MN,1078217
Lobitz Shelley,325 Barracuda Ave NE,Avon,56310,0,Family Child Care,Active,MN,233217
Lodermeier Diann F,6307 Orchard Ave N,Brooklyn Center,55429-2057,0,Family Child Care,Active,MN,216586
Lloyd Amy C,819 Tatepaha Blvd Frog Town 2,Faribault,55021,0,Family Child Care,Active,MN,1066994
Lochner Breanna L,8900 GREYSTONE AVE S,Cottage Grove,55016-2760,0,Family Child Care,Active,MN,1115216
Lodermeier Dorothy A,405 7TH ST,Goodhue,55027-9138,0,Family Child Care,Active,MN,231785
Lodermeier Teresa F,404 Forestview Curve,Zumbrota,55992-1206,0,Family Child Care,Active,MN,109849
Loebertmann Debra,3128 Cahill Ave SE,Buffalo,55313,0,Family Child Care,Active,MN,225012
Lofgren Jessica K,208 ENDRES AVE,Bluffton,56518-1817,0,Family Child Care,Active,MN,1051669
Loeffler Ann B,2355 NEBRASKA AVE E,Maplewood,55119-3198,0,Family Child Care,Active,MN,214903
Logan Leah R,1333 DAYTON AVE,Saint Paul,55104-6441,0,Family Child Care,Active,MN,1002385
Lofgren Kathleen,1005 ARBOGAST ST,Shoreview,55126-8134,0,Family Child Care,Active,MN,1107859
Logan Jessica J,5487 Kalenda Drive Northeast,Albertville,55301,0,Family Child Care,Active,MN,1023093
Loftus Melinda Ann,5771 ERWIN WAY,Northfield,55057-4456,0,Family Child Care,Active,MN,1113542
Lommel Lois M,307 Sunwood Park Drive,Waite Park,56387,0,Family Child Care,Active,MN,1010912
Logan Melissa A,1025 East Minnesota Ave,Glenwood,56334,0,Family Child Care,Active,MN,1021764
Long Alissa Marlene,16342 SANCTUARY WAY,Brainerd,56401-2998,0,Family Child Care,Active,MN,1106530
Lonetti Kerri L,781 HENSLOW AVE N,Oakdale,55128-5367,0,Family Child Care,Active,MN,220752
Long Dawn M,11 Birch Ave NW,Saint Michael,55376,0,Family Child Care,Active,MN,218716
Lonergan Alexandra H,209 1st St NW,Grand Meadow,55936,0,Family Child Care,Active,MN,1093529
Long Amanda G,15656 DEERWOOD LOOP,Park Rapids,56470-2778,0,Family Child Care,Active,MN,1062977
Lombard Mary E,8537 County Road 25 SW,Byron,55920,0,Family Child Care,Active,MN,807966
Long Heather,205 3rd Ave NW,Melrose,56352,0,Family Child Care,Active,MN,1067574
Long Kristin M,6950 137TH LN NW,Ramsey,55303-6066,0,Family Child Care,Active,MN,225215
Longley Peggy,7415 Abbott Ave North,Brooklyn Park,55443-3529,0,Family Child Care,Active,MN,109900
Longley Rachel & Longley Jacob dba Ashdown Forest School,6716 NICKEL RD,Breezy Point,56472-3130,0,Family Child Care,Active,MN,1099252
Loos Tonya Lynn,25791 DODD BLVD,Lakeville,55044-8567,0,Family Child Care,Active,MN,1034949
Longendyke Jean,4477 158TH ST N,Hugo,55038-7101,0,Family Child Care,Active,MN,1099984
Lopez Kelly Lynn,17578 Gage Ave,Farmington,55024,0,Family Child Care,Active,MN,227192
Lopez Elisha Godfrey,1505 Somerset Court,Mendota Heights,55118-2826,0,Family Child Care,Active,MN,1055572
Lor Chaw & Yang Neng Shao,718 Charles Ave,Saint Paul,55104,0,Family Child Care,Active,MN,1001360
Lopau Julie A,762 9TH ST,Dawson,56232-2352,0,Family Child Care,Active,MN,109909
Looman Marie A,16146 105th St Northwest,South Haven,55382,0,Family Child Care,Active,MN,1014465
Lor Mee,1006 IVY AVE E,Saint Paul,55106-2082,0,Family Child Care,Active,MN,1058368
Lor Vanhsy & Yang Wa,706 JESSAMINE AVE E,Saint Paul,55106-2506,0,Family Child Care,Active,MN,1062735
Lopez Lorena,13096 9TH AVE S,Zimmerman,55398-4365,0,Family Child Care,Active,MN,1111611
Los Christal,15216 CRYSTAL DR W,Burnsville,55306-5159,0,Family Child Care,Active,MN,1110178
Lothert Bryana Lee dba Sunrise Kids Child Care Inc,403 TRONDHEIM RD,Kenyon,55946-1409,0,Family Child Care,Active,MN,1114184
Lorman Shelli,23594 133rd Ave N,Rogers,55374-8785,0,Family Child Care,Active,MN,807194
Lothert Nancy K,1317 W BIRCH AVE,Olivia,56277-1613,0,Family Child Care,Active,MN,1061177
Loude Nanette L,1945 132nd Lane NE,Blaine,55449-4939,0,Family Child Care,Active,MN,1052002
Louden Andrea M,340 Madeline Ct NE,Pine City,55063,0,Family Child Care,Active,MN,1094455
Love Karen Marie,15851 Galveston Ave,Apple Valley,55124,0,Family Child Care,Active,MN,229371
Luberts Kimberly A,148 Boulder Pl,Randall,56475,0,Family Child Care,Active,MN,1078014
Lubitz Laurie,808 BREU AVE,Olivia,56277-1131,0,Family Child Care,Active,MN,201942
Luber Rachel,746 141ST LN NW,Andover,55304-4145,0,Family Child Care,Active,MN,1013328
Lubben Stacie Lynn,41 APPLE ST W,Trimont,56176-4003,0,Family Child Care,Active,MN,1067577
Lucking Elaine Marie,15910 Frame Ave,Hastings,55033-9565,0,Family Child Care,Active,MN,109965
Lucca Jessica,1409 HOME LN,International Falls,56649-2142,0,Family Child Care,Active,MN,1079623
Love Molly Roberta,1113 18TH ST NW,East Grand Forks,56721-1139,0,Family Child Care,Active,MN,1113225
Lucking Joelle Margaret,13939 Highway 25 South,Pierz,56364-9602,0,Family Child Care,Active,MN,210418
Lucek Angela M,1721 13TH AVE SW,Baudette,56623-2628,0,Family Child Care,Active,MN,1111999
Ludwig Carol A,8914 Highway 19 Blvd,Cannon Falls,55009-4002,0,Family Child Care,Active,MN,109973
Ludwig Alicia A M,10245 HIGHWAY 32 S,Hawley,56549-8929,0,Family Child Care,Active,MN,1108936
Lueck Jessica Mary,404 JAMES ST NE,Chatfield,55923-1750,0,Family Child Care,Active,MN,1104494
Lueck Nichole Lynn,927 Gardenview Dr,Apple Valley,55124,0,Family Child Care,Active,MN,1094663
Luhmann Lindsey A,2111 SYLVIA ST,Fairmont,56031-3233,0,Family Child Care,Active,MN,1095452
Luhmann Amy J,32076 Hwy 43,Rushford,55971,0,Family Child Care,Active,MN,1059001
Luikens Tabytha Anne,12730 INDEPENDENCE AVE,Savage,55378-1197,0,Family Child Care,Active,MN,1017795
Lund Barbara J,618 Lake Ave,Paynesville,56362,0,Family Child Care,Active,MN,1006977
Lund Linda,9480 Pioneer Trail,Greenfield,55357-9634,0,Family Child Care,Active,MN,215703
Lund Pat J,1305 5th Ave,Windom,56101-1427,0,Family Child Care,Active,MN,110015
Lund Tracy Lynn,511 8th St NE,Dilworth,56529,0,Family Child Care,Active,MN,1019426
Lund Kelly Marie,14698 COUNTY ROAD 82 NW,Brandon,56315-8166,0,Family Child Care,Active,MN,1114942
Lundberg Laura N,7827 Donegal Cove,Eden Prairie,55347,0,Family Child Care,Active,MN,1064166
Lund Stephanie E,14720 COUNTY ROAD 82 NW,Brandon,56315-8166,0,Family Child Care,Active,MN,1053012
Lundberg Staci,833 18th St SW,Bemidji,56601,0,Family Child Care,Active,MN,1045463
Lund Sharlene J,3919 7th St S,Moorhead,56560-5642,0,Family Child Care,Active,MN,228631
Lundebrek Katlynn Viola,33017 STATE HIGHWAY 29,Benson,56215-3013,0,Family Child Care,Active,MN,1113239
Lundeen Tina L,29805 128th St NW,Princeton,55371,0,Family Child Care,Active,MN,1061204
Lundeen Amber Dawn dba Little Tykes Child Care LLC,3377 CHEVELLE CT W,Rosemount,55068-0000,0,Family Child Care,Active,MN,1082954
Lussenden Alissa M,1075 Loch Mist Lane NW,Alexandria,56308-4986,0,Family Child Care,Active,MN,1056918
Lureen Schmidt Brittany Anne,204 14TH ST N,Breckenridge,56520-1840,0,Family Child Care,Active,MN,1114808
Lusane Clementina A,6020 68th Ave N,Brooklyn Park,55429-1515,0,Family Child Care,Active,MN,1048841
Lutgens Meghan Marie,103 POULSON AVE,Henning,56551-4301,0,Family Child Care,Active,MN,1106250
Lux Nicole Marie,87 WENONAH RD,Minnesota City,55959-1114,0,Family Child Care,Active,MN,1112883
Lutz Ashley P,807 2nd Ave SW,Rice,56367,0,Family Child Care,Active,MN,1059652
Luthens Tracy,83634 490TH ST,Hector,55342-2045,0,Family Child Care,Active,MN,1009481
Lutgen Sarah J,507 8th St N,Breckenridge,56520,0,Family Child Care,Active,MN,1087938
Lyden J'Amy Marie,527 2ND AVE SE,Pelican Rapids,56572-4308,0,Family Child Care,Active,MN,1107261
Lyberg Ashlynn J,3259 US HIGHWAY 59,Lancaster,56735-9670,0,Family Child Care,Active,MN,1104309
Lydeen Jean M,1627 9th  Ave S,Saint Cloud,56301-5772,0,Family Child Care,Active,MN,808830
Lyle Evon E,246 MORIN RD,Alden,56009-1008,0,Family Child Care,Active,MN,1088909
Lymburner Dena J (Denas Family Daycare),5020 HIGHVIEW DR SW DENAS FAMILY DAYCARE,Montevideo,56265-4101,0,Family Child Care,Active,MN,1075401
Lyons Erin Marie,9129 Tyne Lane,Inver Grove Heights,55077-4438,0,Family Child Care,Active,MN,1067312
Lysne Vicky L,726 CALETA PL,Owatonna,55060-1543,0,Family Child Care,Active,MN,110095
Lynch Megan M,1111 PARKWOOD LOOP,Saint Cloud,56303-4808,0,Family Child Care,Active,MN,1060353
Maas-Morgan Alona Ardele & Maas-Morgan Dylan M,12019 Wedgewood Dr NW,Coon Rapids,55433,0,Family Child Care,Active,MN,1098311
Maass Carrie Lynn,1304 BRENDA RD,Waconia,55387-5006,0,Family Child Care,Active,MN,1098349
Macdonald Amanda Rachel,6213 KAHLER DR NE,Albertville,55301-4307,0,Family Child Care,Active,MN,1104442
Lynn Melissa L,17082 Co Rd 23,Minnesota City,55959,0,Family Child Care,Active,MN,1065456
Mabe Heidi J,2103 HARRISON CT SW,Bemidji,56601-8894,0,Family Child Care,Active,MN,1117164
Machkhashvili Melissa L,2373 Edgerton St,Little Canada,55117,0,Family Child Care,Active,MN,1091626
Macho Sara M,232 Chicago AVE S,Burtrum,56318,0,Family Child Care,Active,MN,1097059
Lyons Laurie L & Lyons Brady E,3261 County Rd 6,Barnum,55707,0,Family Child Care,Active,MN,1051566
Machlitt Kori M,247 3rd Ave SW Rm 5,Clearbrook,56634,0,Family Child Care,Active,MN,1094421
Maciej Barbara K,20275 180TH CT NW,Big Lake,55309-8551,0,Family Child Care,Active,MN,237363
Maciej Kari,8220 109th Pl,Champlin,55316-3717,0,Family Child Care,Active,MN,110113
Macht Kimberly,617 5TH ST SW,Waseca,56093-2103,0,Family Child Care,Active,MN,1023600
Maciej Raquel L,951 River St,Holdingford,56340,0,Family Child Care,Active,MN,1037810
Mack Monica Nicole,2244 RYAN CT E,Saint Paul,55109-3935,0,Family Child Care,Active,MN,1102484
Mack Stacie J,4448 Manor Dr NW,Rochester,55901,0,Family Child Care,Active,MN,1051214
Mack Elianna G,3059 33RD AVE S,Moorhead,56560-5300,0,Family Child Care,Active,MN,1110950
Mackedanz Ann Marie,1437 76TH AVE NE,Fridley,55432-3615,0,Family Child Care,Active,MN,225453
Mack Sheila L,224 COTTRILL ST N,Waterville,56096-1132,0,Family Child Care,Active,MN,1111279
Macy Mykayla Cyndi,19171 ZEBULON ST NW,Elk River,55330-1027,0,Family Child Care,Active,MN,1115405
Mackenzie Julie & Jones Melanie,8564 Jorgensen Ave S,Cottage Grove,55016,0,Family Child Care,Active,MN,1067108
Mackedanz Jennifer L,107 W 4th St,Morris,56267,0,Family Child Care,Active,MN,1074917
Madole Robyn M,4415 Cooke St,Duluth,55804,0,Family Child Care,Active,MN,1082293
Madison Virginia R & Madison Barry J,1963 Collin St,Mora,55051,0,Family Child Care,Active,MN,1026663
Madson Heather L dba Little Seeds Family Childcare LLC,4931 HEDBERG RD,Duluth,55803-2737,0,Family Child Care,Active,MN,1109389
Macziewski Peyton Vonne,601 29TH ST N,Moorhead,56560-2564,0,Family Child Care,Active,MN,1114815
Madsen Brianna L,6821 Long Lake Road,Willmar,56201,0,Family Child Care,Active,MN,1054101
Maeda Michelle,5929 Abbott Ave South,Edina,55410-2813,0,Family Child Care,Active,MN,224277
Madsen Katie L,6020 Summit Curve S Madsen Munchkins,Cottage Grove,55016,0,Family Child Care,Active,MN,1063816
Madson Sue L,14806 830th Ave,Glenville,56036,0,Family Child Care,Active,MN,235229
"Mahaffy Chrissie, LeSaout Nina & Mahaffy Jackson",2629 FREMONT AVE S,Minneapolis,55408-1104,0,Family Child Care,Active,MN,1110313
Magee Kyrra Desiree,2312 SOUTHHILL DR,Roseville,55113-4641,0,Family Child Care,Active,MN,1105976
Magnuson Ashley M,296 30TH AVE NW,Willmar,56201-8704,0,Family Child Care,Active,MN,1112118
Mahowald Jennifer A,14437 ATWATER WAY,Rosemount,55068-2203,0,Family Child Care,Active,MN,1084067
Mahar Tessa M,507 5TH ST NW,Barnesville,56514-3102,0,Family Child Care,Active,MN,1096019
Maish Jeannie A & Maish Norman A,834 Cortez Place,Saint Cloud,56301,0,Family Child Care,Active,MN,232340
Maitrejean Nicole Ann,14430 21ST ST N,Stillwater,55082-2514,0,Family Child Care,Active,MN,1103840
Maier Alison Marie,20401 Co Rd 15,Elk River,55330,0,Family Child Care,Active,MN,1049735
Majer Trisha K,316 E 14th St,Fergus Falls,56537,0,Family Child Care,Active,MN,1080317
Maker Jenna M,2628 Heartland Dr NW,Rochester,55901,0,Family Child Care,Active,MN,1025818
Majerus Carrie Lynn,23652 State Hwy 28,Glenwood,56334,0,Family Child Care,Active,MN,1090486
Maki Taylor M dba Sugar Lake Rascals LLC,37232 TWIN FAWNS LN,Cohasset,55721-3301,0,Family Child Care,Active,MN,1109799
Malecha Emily,1012 KATELYN CIR,Montgomery,56069-4492,0,Family Child Care,Active,MN,1099756
Maki Julie Ann,16247 Goodview Trail,Lakeville,55044,0,Family Child Care,Active,MN,1074805
Malecha Schultze Corey B,1305 Mulberry Ave NE,Montgomery,56069,0,Family Child Care,Active,MN,1090675
Maldonado Lisa Renee,17749 GOLDEN VIEW LN SW,Prior Lake,55372-5601,0,Family Child Care,Active,MN,1101345
Malecha Elizabeth Eleanor,17900 Jacquard Path,Lakeville,55044-8724,0,Family Child Care,Active,MN,1047019
Malikowski Amanda R,14122 115th Ave NE,Foley,56329,0,Family Child Care,Active,MN,1021455
Mallory Stephanie J,2226 Grafton Ave N,Oakdale,55128-4339,0,Family Child Care,Active,MN,227693
Malmquist Megan A,9440 STILLWATER BLVD N,Lake Elmo,55042-9405,0,Family Child Care,Active,MN,1041032
Malewicki Denise M,511 E 6th St,Winona,55987-4240,0,Family Child Care,Active,MN,110224
Malz Margaret Ellen,20765 CAMDEN PATH,Farmington,55024-7112,0,Family Child Care,Active,MN,1073791
Manderfeld Lisa M,537 Grayhawk Dr,Mankato,56001,0,Family Child Care,Active,MN,1032845
Mankowski Kimberlee K,3475 Soo St,Shoreview,55126-3025,0,Family Child Care,Active,MN,807364
Manns Jillian M,103 Prospect Street,Milroy,56263-0000,0,Family Child Care,Active,MN,1100265
Mammenga Sara J,1017 S 5TH AVE,Virginia,55792-2854,0,Family Child Care,Active,MN,1057108
Malikowski Barbara Lee M,7955 65th St NE 40 Acres Child Care,Foley,56329,0,Family Child Care,Active,MN,1062360
Mannz Shannon M,718 E Chestnut St,Redwood Falls,56283,0,Family Child Care,Active,MN,1087694
Malwitz Laurie,13712 200th St Southeast,Red Lake Falls,56750,0,Family Child Care,Active,MN,1030735
Manther Melissa Marie,4240 159th Court,Rosemount,55068-1575,0,Family Child Care,Active,MN,1058121
Manselle Amy Jo,316 N 6TH ST,Brainerd,56401-3305,0,Family Child Care,Active,MN,1112609
Manzara Martha L,1856 E 41ST ST,Minneapolis,55407-3459,0,Family Child Care,Active,MN,1002386
Marchessault Carrie Mae,15039 Idaho Ct,Savage,55378-3643,0,Family Child Care,Active,MN,191782
Marcella Tanya,14280 Xenon St NW,Ramsey,55303,0,Family Child Care,Active,MN,1098436
Marano Jacqueline & Amundson Corliss,116 2ND ST NW,Aitkin,56431-1320,0,Family Child Care,Active,MN,1063541
Marek Pamela,519 Minneapolis Ave,Duluth,55803-1855,0,Family Child Care,Active,MN,229676
Marketon Kelly Lynn,850 Mallard Ave,Winsted,55395,0,Family Child Care,Active,MN,1098095
Mariette Carolyn J,1916 Fairlawn Rd,Princeton,55371-9999,0,Family Child Care,Active,MN,805481
Mareck Raquel Jean,9401 DALLAS LN N,Maple Grove,55369-8925,0,Family Child Care,Active,MN,1108640
Markgraf Lexis Marie,530 JACKSON ST SW,Hutchinson,55350-9076,0,Family Child Care,Active,MN,1113917
Maring Angela & Aadland Laura,20905 GRAFTON AVE N,Forest Lake,55025-8011,0,Family Child Care,Active,MN,1078224
Markgraf Tiffanni Lynne,22266 PHEASANT CT,Hutchinson,55350-5438,0,Family Child Care,Active,MN,1114073
Marks Anne M,1943 Faribault St,Shakopee,55379-3395,0,Family Child Care,Active,MN,1060163
Marlow Jessica Louise,102 W FlynnSt,Redwood Falls,56283,0,Family Child Care,Active,MN,1098437
Marquez Heather Mae,13987 Ashford Path,Rosemount,55068,0,Family Child Care,Active,MN,1048320
Marrinan Jean Margaret,20845 Idaho Ave,Lakeville,55044-5874,0,Family Child Care,Active,MN,1047100
Marotzke Kunze Lori K,1227 3rd Ave,Worthington,56187,0,Family Child Care,Active,MN,1052148
Marshall Aleasha M,4902 Narrow Way NE,Saint Michael,55376,0,Family Child Care,Active,MN,1087977
Marose Natalie,9237 11th Ave S,Bloomington,55420-3925,0,Family Child Care,Active,MN,1061269
Marshik Anna S,1128 GOLF CT,Foley,56329-2100,0,Family Child Care,Active,MN,1100613
Marshall Rebecca Jean,656 SANDPIPER DR,Lino Lakes,55014-1327,0,Family Child Care,Active,MN,1108749
Marshik Barbara,6610 119th Place North,Champlin,55316-2476,0,Family Child Care,Active,MN,210068
Martignacco Maria H,1316 127th Ln Northeast,Blaine,55434-4026,0,Family Child Care,Active,MN,1027601
Martin Barbara L,21293 350th Street,Bagley,56621-9530,0,Family Child Care,Active,MN,110387
Marthaler Marlena L,21894 S LAKESHORE DR,Glenwood,56334-2351,0,Family Child Care,Active,MN,1059301
Martin Jill L,505 FARMERS PL,Belle Plaine,56011-2309,0,Family Child Care,Active,MN,1040045
Martin Nicole Renee,18787 ENGLISH AVE,Farmington,55024-8964,0,Family Child Care,Active,MN,1008816
Martin Jamie L,1217 14th St,Clarkfield,56223,0,Family Child Care,Active,MN,1048920
Martin Robin R,23691 Highview Ln,Lakeville,55044-6025,0,Family Child Care,Active,MN,1083532
Martinez Jamie Lea,10688 Alicia Circle,Inver Grove Heights,55077-5470,0,Family Child Care,Active,MN,1045075
Martineau Robin D,425 E GUSTAVUS AVE,Fergus Falls,56537-3614,0,Family Child Care,Active,MN,1076836
Martini Kelly A,13994 Norway Road,Avon,56310,0,Family Child Care,Active,MN,1000471
Martins Jodi,1020 Sunwood Park Ln,Waite Park,56387,0,Family Child Care,Active,MN,236027
Martius Kristine M,1212 Oak St,Wabasso,56293,0,Family Child Care,Active,MN,1073451
Martins Hannah Marie,403 N 7TH ST,Saint Peter,56082-1231,0,Family Child Care,Active,MN,1107571
Marxen Carroll E,7418 McKinley St NE,Fridley,55432-3639,0,Family Child Care,Active,MN,1062624
Marx Jennifer L,1704 6TH AVE,Mountain Lake,56159-1433,0,Family Child Care,Active,MN,1114017
Masanz Jeanne,245 Goodhue Street,Saint Paul,55102-3041,0,Family Child Care,Active,MN,1006557
Masessa Becky Lynn,1524 PROSPECT AVE,Cloquet,55720-2233,0,Family Child Care,Active,MN,1017218
Marxen Tina Renae dba Kiddie Junction Cove LLC,1115 S HALVORSON ST,Redwood Falls,56283-2242,0,Family Child Care,Active,MN,1112350
Maske Darla J,302 WALNUT AVE SW,Saint Michael,55376-9489,0,Family Child Care,Active,MN,230401
Masloski Ashley Rose,503 GRANT AVE SE,Bemidji,56601-3622,0,Family Child Care,Active,MN,1116178
Maschino Michelle,901 2ND ST SW,Pipestone,56164-1217,0,Family Child Care,Active,MN,1074436
Masteller Kathryn P,1420 Bryant St,Alexandria,56308,0,Family Child Care,Active,MN,1052213
Mastakoski Camellia B,3704 23RD AVE E,Hibbing,55746-3608,0,Family Child Care,Active,MN,201104
Masters-Aagesen Jacqueline F,1219 SUNSET DR,Fergus Falls,56537-1740,0,Family Child Care,Active,MN,1001347
Mast Brandi M,906 11TH ST N,Benson,56215-1310,0,Family Child Care,Active,MN,1095391
Masters Sheila,7238 148th St NW,Cass Lake,56633,0,Family Child Care,Active,MN,105559
Matelski Kelly Ann,371 E NELSON AVE,Warren,56762-1238,0,Family Child Care,Active,MN,1101193
Mather Debbie Louise,531 THOMAS AVE,Shakopee,55379-3201,0,Family Child Care,Active,MN,110431
Mather Cassandra L,9101 Oliver Ave S,Bloomington,55431-2223,0,Family Child Care,Active,MN,1073805
Matejcek Kristina J,321 WOODLAND DR,Owatonna,55060-3153,0,Family Child Care,Active,MN,1110212
Mathewson Suzanne,9863 102nd Ave N,Maple Grove,55369-1248,0,Family Child Care,Active,MN,218504
Mathewson Casandra M,240 3rd Ave S,SOUTH SAINT PAUL,55075,0,Family Child Care,Active,MN,1091610
Mathiowetz Kristen,5701 Goodrich Ave,St Louis Park,55416,0,Family Child Care,Active,MN,1080950
Mathieu Lila F,918 N Duluth Ave,Thief River Falls,56701-1433,0,Family Child Care,Active,MN,211976
Mathiason Bridget I,4405 10th St NW,Rochester,55901,0,Family Child Care,Active,MN,1091076
Mathisen Sandra,1687 Euclid St,Saint Paul,55106-5907,0,Family Child Care,Active,MN,203787
Mathisen Linda M,2007 Green Ln NE,Alexandria,56308-8612,0,Family Child Care,Active,MN,225948
Mathison Jean Mary,2294 Dodd Road,Mendota Heights,55120,0,Family Child Care,Active,MN,221053
Matthees Samantha A,3531 Tamarack Ave NW,Bemidji,56601,0,Family Child Care,Active,MN,1083712
Matson Elisa Christine,355 S BROADWAY,Alden,56009-1106,0,Family Child Care,Active,MN,1101678
Matthew Krista Mae,212 ALASKA ST W,Lancaster,56735-3514,0,Family Child Care,Active,MN,1113132
Mathsen Leah Marie,2222 STATE HIGHWAY 9,Ada,56510-9284,0,Family Child Care,Active,MN,1102526
Mathson Brenda K,8766 67th St Ct S,Cottage Grove,55016,0,Family Child Care,Active,MN,1043159
Mattila Julie A,1648 W PAGE ST,Duluth,55811-1856,0,Family Child Care,Active,MN,809497
Matthews Lori & Matthews Joseph H,3820 18TH AVE S,Minneapolis,55407-2823,0,Family Child Care,Active,MN,110453
Mattson Courtney Starr,19276 WALDEN AVE,Hutchinson,55350-4232,0,Family Child Care,Active,MN,1115727
Mattson Shawn Marie,22299 MARBLE ST NW,Nowthen,55330-4653,0,Family Child Care,Active,MN,1105798
Matzke Dakota Rae,115 BENSON DR,Lewiston,55952-1438,0,Family Child Care,Active,MN,1108836
Matthews Tracie Margaret,256 18th Ave S,South St Paul,55075-2147,0,Family Child Care,Active,MN,110456
Mauk Karen A,3717 Dempsey Ave SW,Waverly,55390-5036,0,Family Child Care,Active,MN,1060344
Maurer Holly J,975 ISABELLA AVE,Clearwater,55320-1643,0,Family Child Care,Active,MN,1108445
Mattson Lisa A,3618 Copley Road,Hermantown,55811,0,Family Child Care,Active,MN,1009725
Mausbach Brandy,339 Memorial Dr,Blooming Prairie,55917,0,Family Child Care,Active,MN,1084543
Maus Kayla Lynn,109 3rd Ave NE,Sartell,56377,0,Family Child Care,Active,MN,1091021
Mavis Rebecca S,800 W Stanton Ave,Fergus Falls,56537-2513,0,Family Child Care,Active,MN,104213
Maxey Mary C,1660 Gardena Ave NE,Fridley,55432,0,Family Child Care,Active,MN,1090111
Mavity Jasmine,714 Hill Crest Lane SE,Lonsdale,55046,0,Family Child Care,Active,MN,1058854
Maxson Dianne K,1100 MULBERRY AVE NE,Montgomery,56069-4497,0,Family Child Care,Active,MN,1015774
May Jamie L,11169 Katherine Ave,Becker,55308-8874,0,Family Child Care,Active,MN,1058974
May Stephanie I,12957 CAROLE DR,Becker,55308-8861,0,Family Child Care,Active,MN,1061013
Maya Catherine E,485 HENNES AVE,Shakopee,55379-2466,0,Family Child Care,Active,MN,1076031
Mauritz Lindsay L,816 E 7TH ST,Litchfield,55355-2543,0,Family Child Care,Active,MN,1079770
McAlister Julie,4920 Kirkwood Lane N,Plymouth,55442,0,Family Child Care,Active,MN,1048690
McArthur Ashley,407 E MCCUEN ST,Duluth,55808-2139,0,Family Child Care,Active,MN,1115558
McCaffrey Tiffany T,4515 XIMINES LN N,Plymouth,55442-3126,0,Family Child Care,Active,MN,1109046
McAlister Jacqueline Ann,3787 152nd St W,Rosemount,55068-1774,0,Family Child Care,Active,MN,1051303
McCabe Emily M,400 Hillcrest St E,Lanesboro,55949,0,Family Child Care,Active,MN,1094388
McBeain Brittany C,1607 7TH ST SE,Austin,55912-3921,0,Family Child Care,Active,MN,1111713
McCann Kala A,1174 LONE STONE CT SE,Chatfield,55923-3221,0,Family Child Care,Active,MN,1085674
McChristian Samantha Jo,890 Snowbird Dr,Red Wing,55066,0,Family Child Care,Active,MN,1088847
McClanahan Karen A,3409 VanDyke Street,White Bear,55110-5453,0,Family Child Care,Active,MN,1029688
McClay Teresa E,425 OAK AVE E,Delano,55328-8802,0,Family Child Care,Active,MN,1079002
McChesney Traci D,107 S 2nd St,Russell,56169-0247,0,Family Child Care,Active,MN,1032007
McClellan Renee C,2631 ORCHARD LN,Excelsior,55331-7807,0,Family Child Care,Active,MN,1095678
McClellan Patti Jo,23190 Meadowview Drive,Corcoran,55374-2119,0,Family Child Care,Active,MN,121532
McCall Laura A,57886 COUNTY ROAD 3,Mountain Lake,56159-2233,0,Family Child Care,Active,MN,1111418
McCollow Mary Jo,3534 McKinley St NE,Minneapolis,55418,0,Family Child Care,Active,MN,1079966
McClellan Heather A,311 4TH ST NE,Stewartville,55976-1214,0,Family Child Care,Active,MN,221174
McCormick Morgan Marion Grace,1205 DANA DR SE,Willmar,56201-5441,0,Family Child Care,Active,MN,1114304
McClure Kristen N,3434 NORTH VIEW BAY,Woodbury,55125-8407,0,Family Child Care,Active,MN,1015450
McCullough Kimberly,16425 Itaska Ave SE,Prior Lake,55372-2523,0,Family Child Care,Active,MN,1046361
McCreary Janice,1421 SW 17th St,Faribault,55021,0,Family Child Care,Active,MN,226695
McConnach Kelly,9855 77th St Ct S,Cottage Grove,55016,0,Family Child Care,Active,MN,219331
McCullough Sandra K,2556 Northern Hills Ct NE,Rochester,55906,0,Family Child Care,Active,MN,228882
McCusker Sophia A,14781 BAGLEY AVE,Faribault,55021-7327,0,Family Child Care,Active,MN,1081064
McDonald Allyson Rose,522 APPLETREE LN,Moorhead,56560-3217,0,Family Child Care,Active,MN,1111382
McDonough Vivian A,630 S Dodge St,Kellogg,55945,0,Family Child Care,Active,MN,212792
McDougall Jena L,1004 7th St SE,Bemidji,56601,0,Family Child Care,Active,MN,1067476
McDougall Tracy F,1581 46TH AVE S,Moorhead,56560-7127,0,Family Child Care,Active,MN,1024268
McElroy Kristi M,13315 85TH AVE N,Maple Grove,55369-4629,0,Family Child Care,Active,MN,1081750
McDougall Jenna M,3176 Woodland Hills Dr SE,Bemidji,56601,0,Family Child Care,Active,MN,1064951
McFarren Sara,19827 Lakeridge Lane NW,Bemidji,56601,0,Family Child Care,Active,MN,1051230
McGannon Jodie R,1161 Powell St N,Big Lake,55309,0,Family Child Care,Active,MN,235358
